EDGE Rank,Order,Family,Species,Common Name,IUCN Category,Assigned IUCN2012,ED Score,ED IQR,ED 05Percentile,ED 95Percentile,EDGE Score,EDGE IQR,EDGE 05Percentile,EDGE 95Percentile
7991,PICIFORMES,Ramphastidae,Selenidera gouldii,Gould's Toucanet,LC,LC,4.296704,1.520616,2.707093,6.297885,1.667085,0.924503,1.310248,1.987585
7992,PASSERIFORMES,Cisticolidae,Cisticola erythrops,Red-faced Cisticola,LC,LC,4.296539,2.64009,2.264462,9.072119,1.667054,1.292008,1.183095,2.309771
7993,PASSERIFORMES,Parulidae,Basileuterus bivittatus,Two-banded Warbler,LC,LC,4.294627,1.209325,2.77365,5.731608,1.666693,0.792687,1.328043,1.906814
7994,COLUMBIFORMES,Columbidae,Ptilinopus richardsii,Silver-capped Fruit-dove,LC,LC,4.290429,1.30036,2.823575,5.64932,1.665899,0.833066,1.341186,1.894515
7995,PASSERIFORMES,Cotingidae,Xipholena punicea,Pompadour Cotinga,LC,LC,4.289628,1.601624,2.730124,6.645389,1.665748,0.956136,1.316442,2.034103
7996,PASSERIFORMES,Dicaeidae,Dicaeum pectorale,Olive-crowned Flowerpecker,LC,LC,4.288972,1.011911,3.08209,5.429075,1.665624,0.699085,1.406609,1.860831
7997,PASSERIFORMES,Dicaeidae,Dicaeum geelvinkianum,Red-capped Flowerpecker,LC,LC,4.288868,1.012183,3.081196,5.429075,1.665604,0.69922,1.40639,1.860831
7998,PASSERIFORMES,Hirundinidae,Psalidoprocne fuliginosa,Cameroon Mountain Saw-wing,LC,LC,4.287476,0.80749,3.35808,5.266073,1.665341,0.591939,1.472032,1.83515
7999,PASSERIFORMES,Hirundinidae,Psalidoprocne pristoptera,Blue Saw-wing,LC,LC,4.287476,0.80749,3.35808,5.266073,1.665341,0.591939,1.472032,1.83515
8000,PASSERIFORMES,Estrildidae,Lagonosticta rhodopareia,Jameson's Firefinch,LC,LC,4.287424,1.537861,2.644362,6.230998,1.665331,0.931322,1.293181,1.978377
8001,PASSERIFORMES,Pipridae,Chiroxiphia linearis,Long-tailed Manakin,LC,LC,4.286877,1.658832,2.597258,6.429385,1.665228,0.977887,1.280172,2.005443
8002,PASSERIFORMES,Laniidae,Lanius meridionalis,Southern Grey Shrike,,LC,4.286393,1.207935,2.871197,5.785071,1.665136,0.792058,1.353564,1.914725
8003,PASSERIFORMES,Sylviidae,Seicercus burkii,Green-crowned Warbler,LC,LC,4.284376,0.881237,3.317834,5.449588,1.664755,0.63193,1.462754,1.864016
8004,PASSERIFORMES,Sylviidae,Seicercus tephrocephalus,Grey-crowned Warbler,LC,LC,4.284376,0.881237,3.317834,5.449588,1.664755,0.63193,1.462754,1.864016
8005,PICIFORMES,Picidae,Piculus leucolaemus,White-throated Woodpecker,LC,LC,4.283512,1.942124,2.492683,6.791235,1.664591,1.079132,1.25067,2.052999
8006,PASSERIFORMES,Tyrannidae,Empidonax flavescens,Yellowish Flycatcher,LC,LC,4.282503,1.18422,2.969768,5.854848,1.6644,0.781259,1.378708,1.924956
8007,CHARADRIIFORMES,Laridae,Sterna repressa,White-cheeked Tern,LC,LC,4.282117,2.426062,2.212691,8.886493,1.664327,1.231412,1.167109,2.291169
8008,PSITTACIFORMES,Psittacidae,Brotogeris versicolurus,White-winged Parakeet,LC,LC,4.281162,1.258815,2.923591,6.044579,1.664146,0.81484,1.367007,1.952258
8009,PSITTACIFORMES,Psittacidae,Brotogeris chiriri,Yellow-chevroned Parakeet,LC,LC,4.281162,1.258815,2.923591,6.044579,1.664146,0.81484,1.367007,1.952258
8010,PASSERIFORMES,Malaconotidae,Laniarius erythrogaster,Black-headed Gonolek,LC,LC,4.2798,0.924554,3.181775,5.365933,1.663888,0.654694,1.430736,1.850961
8011,PASSERIFORMES,Malaconotidae,Laniarius barbarus,Common Gonolek,LC,LC,4.27962,0.9246,3.181775,5.365933,1.663854,0.654718,1.430736,1.850961
8012,PICIFORMES,Picidae,Dendrocopos leucopterus,White-winged Woodpecker,LC,LC,4.278641,2.232974,2.337636,8.223968,1.663669,1.173402,1.205263,2.221805
8013,PASSERIFORMES,Muscicapidae,Ficedula parva,Red-breasted Flycatcher,LC,LC,4.277584,1.082439,3.093291,5.660763,1.663468,0.73354,1.409349,1.896234
8014,PASSERIFORMES,Zosteropidae,Oculocincta squamifrons,Pygmy White-eye,LC,LC,4.277444,1.721104,2.271162,6.089197,1.663442,1.001038,1.185145,1.958572
8015,PASSERIFORMES,Muscicapidae,Ficedula albicilla,Taiga Flycatcher,LC,LC,4.276133,1.084197,3.087501,5.660763,1.663193,0.734384,1.407934,1.896234
8016,PASSERIFORMES,Estrildidae,Estrilda caerulescens,Lavender Waxbill,LC,LC,4.274352,1.848417,2.386236,6.578143,1.662856,1.046763,1.219719,2.025268
8017,PASSERIFORMES,Troglodytidae,Campylorhynchus zonatus,Band-backed Wren,LC,LC,4.27222,0.750285,3.459194,5.295597,1.662452,0.559779,1.494968,1.839851
8018,PASSERIFORMES,Troglodytidae,Campylorhynchus albobrunneus,White-headed Wren,LC,LC,4.27222,0.750285,3.459194,5.295597,1.662452,0.559779,1.494968,1.839851
8019,PASSERIFORMES,Emberizidae,Arremon aurantiirostris,Orange-billed Sparrow,LC,LC,4.27176,2.091819,2.282733,7.073543,1.662364,1.12876,1.188676,2.088592
8020,PASSERIFORMES,Emberizidae,Sicalis luteola,Grassland Yellow-finch,LC,LC,4.269138,2.212189,2.307072,6.982135,1.661867,1.166953,1.196063,2.077206
8021,PASSERIFORMES,Estrildidae,Estrilda perreini,Black-tailed Waxbill,LC,LC,4.2683,1.840107,2.369019,6.6213,1.661708,1.043842,1.214622,2.030947
8022,PASSERIFORMES,Cisticolidae,Cisticola angusticauda,Tabora Cisticola,LC,LC,4.267721,2.534433,2.284624,8.680985,1.661598,1.262553,1.189252,2.270164
8023,PASSERIFORMES,Timaliidae,Macronous kelleyi,Grey-faced Tit-babbler,LC,LC,4.265736,2.476695,2.290758,8.278552,1.661221,1.246082,1.191118,2.227706
8024,PASSERIFORMES,Polioptilidae,Polioptila melanura,Black-tailed Gnatcatcher,LC,LC,4.264989,0.915922,3.167822,5.395272,1.661079,0.650199,1.427394,1.855559
8025,PASSERIFORMES,Laniidae,Lanius marwitzi,Uhehe Fiscal,LC,LC,4.264454,2.646112,2.41663,8.881294,1.660977,1.293661,1.228655,2.290644
8026,PASSERIFORMES,Cisticolidae,Cisticola chubbi,Chubb's Cisticola,LC,LC,4.262132,2.595578,2.304228,9.042058,1.660536,1.279705,1.195203,2.306782
8027,PASSERIFORMES,Cisticolidae,Cisticola fulvicapilla,Piping Cisticola,LC,LC,4.261035,2.346769,2.317723,7.601343,1.660328,1.207995,1.199279,2.151918
8028,PICIFORMES,Ramphastidae,Ramphastos swainsonii,Chestnut-mandibled Toucan,LC,LC,4.260654,1.408706,2.71008,6.133549,1.660255,0.87909,1.311053,1.964809
8029,APODIFORMES,Trochilidae,Lophornis pavoninus,Peacock Coquette,LC,LC,4.260377,1.664595,2.775306,6.063655,1.660203,0.980052,1.328482,1.954963
8030,PASSERIFORMES,Thraupidae,Tangara mexicana,Turquoise Tanager,LC,LC,4.260167,1.294512,2.844155,5.935294,1.660163,0.83052,1.346554,1.936623
8031,PASSERIFORMES,Polioptilidae,Polioptila californica,California Gnatcatcher,LC,LC,4.259195,0.922545,3.128061,5.391414,1.659978,0.65365,1.417808,1.854955
8032,PASSERIFORMES,Tyrannidae,Empidonax alnorum,Alder Flycatcher,LC,LC,4.256845,1.145509,2.983163,5.793116,1.659531,0.763377,1.382076,1.91591
8033,PASSERIFORMES,Tyrannidae,Empidonax traillii,Willow Flycatcher,LC,LC,4.256845,1.145509,2.983163,5.793116,1.659531,0.763377,1.382076,1.91591
8034,PASSERIFORMES,Cisticolidae,Cisticola discolor,Brown-backed Cisticola,LC,LC,4.256368,2.467974,2.307675,8.845658,1.65944,1.243571,1.196245,2.287031
8035,PASSERIFORMES,Turdidae,Turdus subalaris,Eastern Slaty Thrush,,LC,4.254751,2.452716,2.281611,8.229244,1.659133,1.239161,1.188335,2.222377
8036,PASSERIFORMES,Thamnophilidae,Herpsilochmus roraimae,Roraiman Antwren,LC,LC,4.251151,1.994526,2.521732,7.307126,1.658447,1.096786,1.258953,2.117114
8037,PASSERIFORMES,Thraupidae,Tangara inornata,Plain-coloured Tanager,LC,LC,4.250046,1.306049,2.826955,5.935927,1.658237,0.835535,1.342069,1.936715
8038,PASSERIFORMES,Paradisaeidae,Astrapia rothschildi,Huon Astrapia,LC,LC,4.246774,1.095389,3.056949,5.621838,1.657613,0.739739,1.400431,1.890373
8039,PASSERIFORMES,Thraupidae,Tangara varia,Dotted Tanager,LC,LC,4.243898,1.32344,2.79875,6.029368,1.657065,0.843049,1.334672,1.950097
8040,PASSERIFORMES,Sturnidae,Sturnus sturninus,Purple-backed Starling,LC,LC,4.243383,0.882524,3.266645,5.385938,1.656967,0.632613,1.450828,1.854098
8041,PASSERIFORMES,Sturnidae,Sturnus philippensis,Chestnut-cheeked Starling,LC,LC,4.243383,0.882524,3.266645,5.385938,1.656967,0.632613,1.450828,1.854098
8042,PASSERIFORMES,Thraupidae,Compsothraupis loricata,Scarlet-throated Tanager,LC,LC,4.241449,2.532812,2.018399,8.585965,1.656598,1.262094,1.104727,2.2603
8043,PASSERIFORMES,Tyrannidae,Serpophaga subcristata,White-crested Tyrannulet,LC,LC,4.24092,1.136645,2.944069,5.726105,1.656497,0.759237,1.372213,1.905996
8044,PASSERIFORMES,Tyrannidae,Serpophaga munda,White-bellied Tyrannulet,LC,LC,4.24092,1.136645,2.944069,5.726105,1.656497,0.759237,1.372213,1.905996
8045,PASSERIFORMES,Tyrannidae,Empidonax hammondii,Hammond's Flycatcher,LC,LC,4.240049,1.156294,2.932165,5.832121,1.656331,0.768391,1.36919,1.921635
8046,PASSERIFORMES,Cisticolidae,Cisticola bodessa,Boran Cisticola,LC,LC,4.239689,2.614575,2.274918,8.719276,1.656262,1.284974,1.186293,2.274111
8047,PASSERIFORMES,Cisticolidae,Cisticola dambo,Black-tailed Cisticola,LC,LC,4.23833,2.580457,2.246569,8.777797,1.656003,1.275491,1.177599,2.280114
8048,PASSERIFORMES,Estrildidae,Nesocharis ansorgei,White-collared Oliveback,LC,LC,4.236227,2.327741,2.276084,7.85613,1.655601,1.202294,1.186649,2.18111
8049,PICIFORMES,Picidae,Picumnus rufiventris,Rufous-breasted Piculet,LC,LC,4.236147,1.948522,2.414483,6.811491,1.655586,1.081304,1.228026,2.055596
8050,PSITTACIFORMES,Psittacidae,Psittacula columboides,Malabar Parakeet,LC,LC,4.234883,1.44418,2.743749,6.246071,1.655344,0.89371,1.320087,1.980459
8051,PASSERIFORMES,Icteridae,Icterus jamacaii,Campo Troupial,LC,LC,4.234393,1.163992,2.922916,5.724912,1.655251,0.771955,1.366835,1.905819
8052,PASSERIFORMES,Icteridae,Icterus icterus,Venezuelan Troupial,LC,LC,4.233375,1.166399,2.924383,5.724912,1.655056,0.773066,1.367209,1.905819
8053,PASSERIFORMES,Parulidae,Basileuterus chrysogaster,Golden-bellied Warbler,LC,LC,4.23224,1.250581,2.70395,5.723326,1.654839,0.811189,1.3094,1.905583
8054,PASSERIFORMES,Thraupidae,Chlorophonia occipitalis,Blue-crowned Chlorophonia,LC,LC,4.231431,1.46801,2.771674,6.320222,1.654685,0.903412,1.327519,1.990641
8055,PASSERIFORMES,Thamnophilidae,Formicivora intermedia,Northern White-fringed Antwren,,LC,4.231293,1.868941,2.729153,7.870119,1.654658,1.053943,1.316181,2.182688
8056,PROCELLARIIFORMES,Procellariidae,Pterodroma neglecta,Kermadec Petrel,LC,LC,4.230271,0.706645,3.47472,5.095032,1.654463,0.53453,1.498444,1.807474
8057,PASSERIFORMES,Fringillidae,Pyrrhula leucogenis,White-cheeked Bullfinch,LC,LC,4.228746,1.635855,2.911965,7.040588,1.654171,0.969207,1.36404,2.084502
8058,PASSERIFORMES,Cisticolidae,Cisticola aridulus,Desert Cisticola,LC,LC,4.228227,2.626017,2.288525,8.802557,1.654072,1.288135,1.190439,2.282643
8059,GALLIFORMES,Phasianidae,Arborophila rufogularis,Rufous-throated Partridge,LC,LC,4.227741,1.818318,2.561253,6.829167,1.653979,1.03614,1.270112,2.057856
8060,PASSERIFORMES,Tyrannidae,Zimmerius chrysops,Golden-faced Tyrannulet,LC,LC,4.226877,1.449943,2.677219,6.113107,1.653814,0.896065,1.302157,1.961939
8061,PSITTACIFORMES,Psittacidae,Psittacula calthropae,Emerald-collared Parakeet,LC,LC,4.226757,1.449952,2.746524,6.251989,1.653791,0.896068,1.320828,1.981276
8062,PASSERIFORMES,Cisticolidae,Cisticola pipiens,Chirping Cisticola,LC,LC,4.225948,2.59528,2.254221,8.63582,1.653636,1.279622,1.179953,2.265487
8063,PASSERIFORMES,Laniidae,Lanius collurio,Red-backed Shrike,LC,LC,4.225941,1.196686,2.861398,5.668785,1.653635,0.78695,1.351029,1.897438
8064,PASSERIFORMES,Emberizidae,Emberiza tristrami,Tristram's Bunting,LC,LC,4.225711,1.361762,2.742676,6.014158,1.653591,0.859408,1.319801,1.947931
8065,PSITTACIFORMES,Psittacidae,Psittacula krameri,Rose-ringed Parakeet,LC,LC,4.224127,1.400744,2.759291,6.134667,1.653288,0.875779,1.32423,1.964966
8066,PASSERIFORMES,Emberizidae,Sicalis flaveola,Saffron Finch,LC,LC,4.223667,2.208024,2.284336,6.921552,1.6532,1.165655,1.189164,2.069587
8067,PASSERIFORMES,Timaliidae,Malacopteron magnirostre,Moustached Babbler,LC,LC,4.222659,2.194804,2.466393,8.212707,1.653007,1.161526,1.243115,2.220584
8068,PASSERIFORMES,Cisticolidae,Cisticola njombe,Churring Cisticola,LC,LC,4.222562,2.573635,2.314696,8.782941,1.652988,1.273583,1.198366,2.28064
8069,COLUMBIFORMES,Columbidae,Patagioenas flavirostris,Red-billed Pigeon,LC,LC,4.222218,0.972568,3.205056,5.298285,1.652922,0.679336,1.436288,1.840277
8070,PASSERIFORMES,Cardinalidae,Saltator coerulescens,Greyish Saltator,LC,LC,4.221384,1.377486,2.7138,5.989608,1.652762,0.866043,1.312056,1.944424
8071,PASSERIFORMES,Cisticolidae,Cisticola woosnami,Trilling Cisticola,LC,LC,4.220819,2.570414,2.269124,8.697192,1.652654,1.272682,1.184522,2.271836
8072,PASSERIFORMES,Timaliidae,Stachyris herberti,Sooty Babbler,LC,LC,4.220558,2.417196,2.198979,8.484833,1.652604,1.22882,1.162832,2.249694
8073,PASSERIFORMES,Thraupidae,Iridosornis rufivertex,Golden-crowned Tanager,LC,LC,4.220228,1.189093,2.985893,5.765263,1.652541,0.783487,1.382761,1.911801
8074,PASSERIFORMES,Thraupidae,Iridosornis reinhardti,Yellow-scarfed Tanager,LC,LC,4.220228,1.189093,2.985893,5.765263,1.652541,0.783487,1.382761,1.911801
8075,PASSERIFORMES,Cisticolidae,Cisticola carruthersi,Carruthers's Cisticola,LC,LC,4.220167,2.54726,2.285023,8.812744,1.652529,1.266176,1.189374,2.283682
8076,PASSERIFORMES,Dendrocolaptidae,Dendrocolaptes certhia,Amazonian Barred Woodcreeper,LC,LC,4.220047,1.316891,2.798395,5.858078,1.652506,0.840226,1.334579,1.925427
8077,PASSERIFORMES,Timaliidae,Malacopteron cinereum,Scaly-crowned Babbler,LC,LC,4.216844,2.243296,2.453926,8.325857,1.651893,1.17659,1.239512,2.232791
8078,PASSERIFORMES,Emberizidae,Arremon flavirostris,Saffron-billed Sparrow,LC,LC,4.216677,2.112034,2.29759,7.043747,1.651861,1.135277,1.193192,2.084895
8079,PASSERIFORMES,Laniidae,Lanius isabellinus,Rufous-tailed Shrike,LC,LC,4.215854,1.191143,2.86769,5.664448,1.651703,0.784423,1.352658,1.896787
8080,PASSERIFORMES,Tyrannidae,Contopus virens,Eastern Wood-pewee,LC,LC,4.215206,1.687397,2.443315,6.243672,1.651579,0.988573,1.236435,1.980128
8081,PASSERIFORMES,Cisticolidae,Cisticola brunnescens,Pectoral-patch Cisticola,LC,LC,4.215198,2.485919,2.252851,8.704854,1.651577,1.248732,1.179532,2.272626
8082,PASSERIFORMES,Sturnidae,Gracula religiosa,Hill Myna,LC,LC,4.213378,0.884507,3.247367,5.350356,1.651228,0.633666,1.446299,1.848511
8083,APODIFORMES,Trochilidae,Amazilia franciae,Andean Emerald,LC,LC,4.212611,1.503179,2.416183,5.452954,1.651081,0.917562,1.228524,1.864538
8084,PICIFORMES,Picidae,Dendrocopos temminckii,Sulawesi Woodpecker,LC,LC,4.212483,2.017261,2.464544,8.050135,1.651056,1.104349,1.242581,2.20278
8085,PASSERIFORMES,Parulidae,Vermivora pinus,Blue-winged Warbler,LC,LC,4.210564,1.013515,2.990661,5.481587,1.650688,0.699882,1.383957,1.868965
8086,PASSERIFORMES,Sylviidae,Seicercus montis,Yellow-breasted Warbler,LC,LC,4.210454,0.857822,3.294707,5.310306,1.650667,0.619405,1.457383,1.842184
8087,PASSERIFORMES,Timaliidae,Xiphirhynchus superciliaris,Slender-billed Scimitar-babbler,LC,LC,4.208533,1.70749,2.385632,6.204379,1.650298,0.996022,1.219541,1.974689
8088,PASSERIFORMES,Cisticolidae,Cisticola rufilatus,Tinkling Cisticola,LC,LC,4.208098,2.506798,2.324359,8.715858,1.650215,1.254703,1.201277,2.273759
8089,PASSERIFORMES,Fringillidae,Pyrrhula erythaca,Grey-headed Bullfinch,LC,LC,4.207009,1.3122,2.969879,5.977801,1.650006,0.838199,1.378736,1.942734
8090,APODIFORMES,Trochilidae,Phaethornis atrimentalis,Black-throated Hermit,LC,LC,4.206994,0.601148,3.504615,4.983833,1.650003,0.470721,1.505102,1.789061
8091,APODIFORMES,Trochilidae,Phaethornis ruber,Reddish Hermit,LC,LC,4.206951,0.597678,3.520737,4.979326,1.649994,0.468551,1.508675,1.788308
8092,PASSERIFORMES,Sylviidae,Phylloscopus chloronotus,Pale-rumped Warbler,LC,LC,4.206357,0.972071,3.131152,5.428536,1.64988,0.679084,1.418556,1.860747
8093,PASSERIFORMES,Emberizidae,Emberiza variabilis,Grey Bunting,LC,LC,4.205704,1.384738,2.703692,6.008336,1.649755,0.869089,1.30933,1.9471
8094,PASSERIFORMES,Icteridae,Macroagelaius imthurni,Golden-tufted Grackle,LC,LC,4.205428,1.605579,2.698496,6.610821,1.649702,0.957655,1.307926,2.029571
8095,PICIFORMES,Picidae,Picumnus granadensis,Greyish Piculet,LC,LC,4.205303,2.626258,2.175455,9.486443,1.649678,1.288201,1.155451,2.350083
8096,PASSERIFORMES,Icteridae,Icterus prosthemelas,Black-cowled Oriole,LC,LC,4.205277,1.26045,2.793314,5.841005,1.649673,0.815564,1.33324,1.922935
8097,PICIFORMES,Picidae,Picus chlorolophus,Lesser Yellownape,LC,LC,4.204364,1.232763,2.905585,5.817876,1.649497,0.80324,1.362408,1.919548
8098,PASSERIFORMES,Cisticolidae,Cisticola chiniana,Rattling Cisticola,LC,LC,4.20311,2.630499,2.292971,8.742137,1.649257,1.28937,1.19179,2.27646
8099,PICIFORMES,Picidae,Thripias pyrrhogaster,Fire-bellied Woodpecker,LC,LC,4.203101,1.756999,2.64007,6.826841,1.649255,1.014143,1.292003,2.057559
8100,PASSERIFORMES,Thraupidae,Chlorophonia flavirostris,Yellow-collared Chlorophonia,LC,LC,4.202337,1.476314,2.76817,6.311603,1.649108,0.906771,1.326589,1.989463
8101,PASSERIFORMES,Tyrannidae,Empidonax fulvifrons,Buff-breasted Flycatcher,LC,LC,4.202258,1.129061,2.902313,5.718591,1.649093,0.755681,1.361569,1.904878
8102,PASSERIFORMES,Tyrannidae,Empidonax atriceps,Black-capped Flycatcher,LC,LC,4.202258,1.129061,2.902313,5.718591,1.649093,0.755681,1.361569,1.904878
8103,PASSERIFORMES,Muscicapidae,Monticola rupestris,Cape Rock-thrush,LC,LC,4.201877,1.01756,3.090085,5.474715,1.649019,0.701889,1.408566,1.867905
8104,PASSERIFORMES,Cisticolidae,Cisticola eximius,Black-necked Cisticola,LC,LC,4.201648,2.460656,2.284053,8.724491,1.648976,1.241458,1.189078,2.274648
8105,PICIFORMES,Picidae,Thripias xantholophus,Golden-crowned Woodpecker,LC,LC,4.201375,1.771466,2.637836,7.05834,1.648923,1.019376,1.291389,2.086708
8106,PICIFORMES,Picidae,Picus puniceus,Crimson-winged Woodpecker,LC,LC,4.201171,1.232589,2.898048,5.81543,1.648884,0.803162,1.360476,1.919189
8107,PICIFORMES,Ramphastidae,Pteroglossus azara,Ivory-billed Aracari,LC,LC,4.200937,1.505246,2.617083,6.236753,1.648839,0.918387,1.285668,1.979173
8108,PASSERIFORMES,Muscicapidae,Monticola angolensis,Miombo Rock-thrush,LC,LC,4.200695,1.019356,3.087205,5.474715,1.648792,0.702779,1.407861,1.867905
8109,PASSERIFORMES,Parulidae,Dendroica palmarum,Palm Warbler,LC,LC,4.200402,1.086132,2.852419,5.500762,1.648736,0.735311,1.348701,1.871919
8110,PICIFORMES,Picidae,Thripias namaquus,Bearded Woodpecker,LC,LC,4.199231,1.728336,2.65195,6.835742,1.648511,1.003692,1.295261,2.058696
8111,ACCIPITRIFORMES,Accipitridae,Gyps fulvus,Griffon Vulture,LC,LC,4.198776,0.608617,3.452361,4.894462,1.648423,0.475375,1.493435,1.774013
8112,PASSERIFORMES,Parulidae,Basileuterus signatus,Pale-legged Warbler,LC,LC,4.196703,1.244166,2.760596,5.747707,1.648024,0.808334,1.324578,1.909203
8113,PASSERIFORMES,Muscicapidae,Oenanthe leucopyga,White-tailed Wheatear,LC,LC,4.196228,1.068748,2.99702,5.620404,1.647933,0.726944,1.385549,1.890156
8114,PASSERIFORMES,Tyrannidae,Elaenia pallatangae,Sierran Elaenia,LC,LC,4.196136,1.188553,2.82914,5.765037,1.647915,0.783241,1.34264,1.911768
8115,PASSERIFORMES,Muscicapidae,Oenanthe pileata,Capped Wheatear,LC,LC,4.194801,1.083324,3.006011,5.588317,1.647658,0.733965,1.387796,1.885298
8116,PASSERIFORMES,Corvidae,Corvus monedula,Eurasian Jackdaw,LC,LC,4.193947,1.807493,2.446998,6.607227,1.647494,1.032292,1.237504,2.029099
8117,PASSERIFORMES,Fringillidae,Pyrrhula erythrocephala,Red-headed Bullfinch,LC,LC,4.19384,1.284821,2.981924,6.001793,1.647473,0.826288,1.381765,1.946166
8118,PASSERIFORMES,Thraupidae,Cyanicterus cyanicterus,Blue-backed Tanager,LC,LC,4.192853,2.54086,2.038302,8.921357,1.647283,1.26437,1.111299,2.29469
8119,PASSERIFORMES,Dendrocolaptidae,Dendrocolaptes sanctithomae,Northern Barred Woodcreeper,LC,LC,4.192289,1.34129,2.745413,5.851934,1.647175,0.850702,1.320532,1.924531
8120,PASSERIFORMES,Tyrannidae,Todirostrum maculatum,Spotted Tody-flycatcher,LC,LC,4.189833,1.713818,2.548187,6.663916,1.646702,0.998357,1.266437,2.036523
8121,PASSERIFORMES,Muscicapidae,Oenanthe albonigra,Hume's Wheatear,LC,LC,4.1896,1.073944,3.010631,5.58759,1.646657,0.729452,1.388949,1.885188
8122,PICIFORMES,Picidae,Sphyrapicus nuchalis,Red-naped Sapsucker,LC,LC,4.187258,1.092722,2.999031,5.598119,1.646205,0.738466,1.386052,1.886785
8123,PICIFORMES,Picidae,Sphyrapicus ruber,Red-breasted Sapsucker,LC,LC,4.187258,1.092722,2.999031,5.598119,1.646205,0.738466,1.386052,1.886785
8124,PICIFORMES,Picidae,Picumnus cinnamomeus,Chestnut Piculet,LC,LC,4.186768,2.584,2.196969,9.362081,1.646111,1.27648,1.162203,2.338153
8125,PASSERIFORMES,Cisticolidae,Cisticola cinereolus,Ashy Cisticola,LC,LC,4.182777,2.369998,2.25567,8.393593,1.645341,1.214912,1.180398,2.240028
8126,PASSERIFORMES,Cisticolidae,Cisticola aberrans,Lazy Cisticola,LC,LC,4.182645,2.535881,2.227766,8.704538,1.645316,1.262962,1.17179,2.272594
8127,PASSERIFORMES,Tyrannidae,Agriornis micropterus,Grey-bellied Shrike-tyrant,LC,LC,4.18163,1.980993,2.423868,7.046802,1.64512,1.092257,1.230771,2.085275
8128,PASSERIFORMES,Campephagidae,Coracina striata,Bar-bellied Cuckooshrike,LC,LC,4.181493,0.979778,3.075849,5.374168,1.645093,0.682985,1.405079,1.852254
8129,PASSERIFORMES,Cisticolidae,Cisticola hunteri,Hunter's Cisticola,LC,LC,4.18103,2.502298,2.237606,8.974212,1.645004,1.253419,1.174834,2.300003
8130,PICIFORMES,Picidae,Picumnus subtilis,Fine-barred Piculet,LC,LC,4.180446,2.660328,2.081003,8.978297,1.644891,1.297553,1.125255,2.300412
8131,PASSERIFORMES,Malaconotidae,Laniarius aethiopicus,Ethiopian Boubou,LC,LC,4.17897,0.903962,3.124339,5.220197,1.644606,0.643937,1.416906,1.827802
8132,PASSERIFORMES,Malaconotidae,Laniarius ferrugineus,Southern Boubou,LC,LC,4.17897,0.903997,3.124339,5.220197,1.644606,0.643955,1.416906,1.827802
8133,PASSERIFORMES,Furnariidae,Pseudoseisura unirufa,Rufous Cacholote,LC,LC,4.178329,2.01861,2.454354,7.222818,1.644482,1.104796,1.239636,2.106913
8134,PASSERIFORMES,Cisticolidae,Cisticola lateralis,Whistling Cisticola,LC,LC,4.178214,2.443168,2.270588,8.549905,1.64446,1.236392,1.18497,2.256531
8135,PASSERIFORMES,Pycnonotidae,Hypsipetes crassirostris,Seychelles Bulbul,LC,LC,4.176909,1.003363,3.039978,5.431955,1.644208,0.694827,1.396239,1.861279
8136,PASSERIFORMES,Timaliidae,Yuhina torqueola,Indochinese Yuhina,LC,LC,4.176555,1.992306,2.49582,7.931201,1.64414,1.096044,1.251568,2.189551
8137,PASSERIFORMES,Cisticolidae,Cisticola exilis,Golden-headed Cisticola,LC,LC,4.176438,2.506227,2.22638,8.6299,1.644117,1.254541,1.171361,2.264873
8138,PASSERIFORMES,Estrildidae,Erythrura prasina,Pin-tailed Parrotfinch,LC,LC,4.175531,2.269823,2.222047,7.422149,1.643942,1.184736,1.170017,2.130865
8139,PASSERIFORMES,Cisticolidae,Cisticola subruficapilla,Grey-backed Cisticola,LC,LC,4.174557,2.524803,2.241228,8.721095,1.643754,1.259825,1.175952,2.274298
8140,PASSERIFORMES,Cisticolidae,Cisticola nanus,Tiny Cisticola,LC,LC,4.169656,2.450375,2.266234,8.664832,1.642806,1.238483,1.183638,2.268494
8141,PASSERIFORMES,Campephagidae,Coracina macei,Large Cuckooshrike,LC,LC,4.168567,0.989029,3.064749,5.368904,1.642595,0.687647,1.402352,1.851427
8142,COLUMBIFORMES,Columbidae,Macropygia tenuirostris,Philippine Cuckoo-dove,LC,LC,4.16577,1.135786,3.044033,5.398498,1.642054,0.758835,1.397242,1.856063
8143,COLUMBIFORMES,Columbidae,Macropygia phasianella,Brown Cuckoo-Dove,,LC,4.165355,1.135786,3.037241,5.398498,1.641974,0.758835,1.395562,1.856063
8144,APODIFORMES,Trochilidae,Discosura langsdorffi,Black-bellied Thorntail,LC,LC,4.165066,0.612884,3.438683,4.97716,1.641918,0.478024,1.490358,1.787945
8145,PASSERIFORMES,Corvidae,Corvus dauuricus,Daurian Jackdaw,LC,LC,4.162391,1.737197,2.465185,6.581825,1.6414,1.006934,1.242766,2.025754
8146,PASSERIFORMES,Cisticolidae,Cisticola nigriloris,Black-lored Cisticola,LC,LC,4.161107,2.464403,2.267145,8.988064,1.641151,1.24254,1.183917,2.301391
8147,PICIFORMES,Picidae,Dendrocopos canicapillus,Grey-capped Woodpecker,LC,LC,4.161064,1.465976,2.627871,6.094799,1.641143,0.902588,1.288646,1.959362
