EDGE Rank,Order,Family,Species,Common Name,IUCN Category,Assigned IUCN2012,ED Score,ED IQR,ED 05Percentile,ED 95Percentile,EDGE Score,EDGE IQR,EDGE 05Percentile,EDGE 95Percentile
159,GALLIFORMES,Cracidae,Oreophasis derbianus,Horned Guan,EN,EN,12.421286,2.44144,9.596595,15.397113,4.676283,3.315331,4.439974,4.876547
160,SPHENISCIFORMES,Spheniscidae,Megadyptes antipodes,Yellow-eyed Penguin,EN,EN,12.379698,2.161001,10.07122,15.633456,4.67318,3.23033,4.483791,4.890858
161,PASSERIFORMES,Fringillidae,Paroreomyza maculata,Oahu Alauahio,CR,CR,5.674927,2.025998,3.860853,8.419257,4.670947,3.87983,4.353803,5.015345
162,GRUIFORMES,Rallidae,Porphyrio hochstetteri,Takahe,EN,EN,12.303522,3.867145,8.545146,17.303779,4.66747,3.661949,4.335474,4.986549
163,GRUIFORMES,Rallidae,Sarothrura watersi,Slender-billed Flufftail,EN,EN,12.22356,6.38982,7.301855,23.86856,4.661442,4.079545,4.195921,5.293046
164,PASSERIFORMES,Muscicapidae,Cyornis ruckii,Rueck's Blue-flycatcher,CR,CR,5.562854,3.788861,2.691022,12.166683,4.654014,4.338881,4.078492,5.350278
165,PELECANIFORMES,Ardeidae,Gorsachius magnificus,White-eared Night-heron,EN,EN,12.112374,6.213514,7.272188,21.827696,4.652998,4.055398,4.192341,5.207416
166,PASSERIFORMES,Cardinalidae,Amaurospiza carrizalensis,Carrizal Seedeater,CR,CR,5.543939,2.233518,3.679772,8.631427,4.651128,3.946159,4.315838,5.03762
167,PELECANIFORMES,Ardeidae,Gorsachius goisagi,Japanese Night-heron,EN,EN,12.084443,6.10759,7.302386,22.137158,4.650865,4.040605,4.195984,5.220881
168,GRUIFORMES,Gruidae,Balearica regulorum,Grey Crowned-crane,EN,EN,12.06819,2.703851,9.316534,15.499746,4.649623,3.388815,4.413189,4.882787
169,GRUIFORMES,Rallidae,Sarothrura ayresi,White-winged Flufftail,EN,EN,12.05799,6.456822,7.279826,23.397648,4.648842,4.088571,4.193264,5.273928
170,PASSERIFORMES,Troglodytidae,Henicorhina negreti,Munchique Wood-wren,CR,CR,5.508779,2.603743,3.330927,9.500826,4.645741,4.054562,4.23837,5.124043
171,PASSERIFORMES,Troglodytidae,Thryothorus nicefori,Niceforo's Wren,CR,CR,5.452999,2.415403,3.425891,9.352745,4.637134,4.000884,4.26006,5.10984
172,ACCIPITRIFORMES,Accipitridae,Gyps bengalensis,White-rumped Vulture,CR,CR,5.435994,0.876174,4.401971,6.491868,4.634495,3.401823,4.459353,4.786407
173,PROCELLARIIFORMES,Procellariidae,Pterodroma phaeopygia,Galapagos Petrel,CR,CR,5.413718,1.056146,4.257503,6.773059,4.631028,3.493422,4.432245,4.823252
174,PROCELLARIIFORMES,Diomedeidae,Phoebetria fusca,Sooty Albatross,EN,EN,11.792012,1.842988,9.881281,14.095789,4.628262,3.124297,4.466486,4.793857
175,PSITTACIFORMES,Psittacidae,Hapalopsittaca fuertesi,Indigo-winged Parrot,CR,CR,5.386349,2.640684,3.166565,9.910882,4.626752,4.06476,4.199681,5.162349
176,CORACIIFORMES,Brachypteraciidae,Brachypteracias squamiger,Scaly Ground-roller,VU,VU,24.37981,6.714729,17.007978,34.074042,4.620248,3.429426,4.277109,4.943756
177,CHARADRIIFORMES,Turnicidae,Turnix olivii,Buff-breasted Buttonquail,EN,EN,11.559276,6.359165,6.621674,24.738691,4.609901,4.075388,4.110438,5.327437
178,PSITTACIFORMES,Psittacidae,Cacatua sulphurea,Yellow-crested Cockatoo,CR,CR,5.257824,1.587923,3.618375,7.543607,4.606421,3.723444,4.302632,4.917772
179,PASSERIFORMES,Fringillidae,Loxioides bailleui,Palila,CR,CR,5.204195,1.270127,3.717462,6.771486,4.597814,3.592424,4.32386,4.82305
180,PSITTACIFORMES,Psittacidae,Pezoporus occidentalis,Night Parrot,EN,EN,11.363044,3.733601,7.43362,16.539528,4.594153,3.634128,4.211668,4.943899
181,PSITTACIFORMES,Psittacidae,Prioniturus verticalis,Blue-winged Racquet-tail,CR,CR,5.157548,3.037473,2.799462,10.574476,4.590267,4.168208,4.107448,5.221391
182,PASSERIFORMES,Emberizidae,Rowettia goughensis,Gough Bunting,CR,CR,5.149328,1.693274,3.419787,7.378609,4.588932,3.763346,4.25868,4.898271
183,PELECANIFORMES,Ardeidae,Ardeola idae,Madagascar Pond-heron,EN,EN,11.287778,5.665642,7.340526,21.791502,4.588047,3.976408,4.200568,5.205829
184,PASSERIFORMES,Turdidae,Zoothera guttata,Spotted Ground-thrush,EN,EN,11.260571,4.781257,5.732043,16.189953,4.58583,3.834063,3.98632,4.923767
185,STRIGIFORMES,Strigidae,Otus pauliani,Grand Comoro Scops-owl,CR,CR,5.102878,1.299321,3.432447,6.625658,4.581349,3.605203,4.261541,4.804107
186,PROCELLARIIFORMES,Procellariidae,Pterodroma axillaris,Chatham Petrel,EN,EN,11.167826,3.333496,6.765128,14.421451,4.578237,3.545816,4.129084,4.815201
187,PASSERIFORMES,Alaudidae,Alauda razae,Raso Lark,CR,CR,5.079998,1.990598,3.365519,8.349811,4.577593,3.868062,4.246326,5.007945
188,TINAMIFORMES,Tinamidae,Tinamus osgoodi,Black Tinamou,VU,VU,23.304399,11.673117,14.155575,43.690466,4.576952,3.925777,4.104663,5.186055
189,STRIGIFORMES,Strigidae,Otus moheliensis,Moheli Scops-owl,CR,CR,5.075224,1.337037,3.37836,6.594313,4.576808,3.621472,4.249263,4.799988
190,TINAMIFORMES,Tinamidae,Tinamus tao,Grey Tinamou,VU,VU,23.295713,11.823443,14.178864,44.034928,4.576594,3.937569,4.106198,5.193733
191,APODIFORMES,Trochilidae,Eriocnemis godini,Turquoise-throated Puffleg,CR,CR,5.062292,2.448349,3.183721,9.257146,4.574677,4.010484,4.20379,5.100563
192,PELECANIFORMES,Pelecanidae,Pelecanus crispus,Dalmatian Pelican,VU,VU,23.186284,10.54715,14.212114,38.632315,4.57208,3.832733,4.108386,5.065939
193,STRIGIFORMES,Strigidae,Otus capnodes,Anjouan Scops-owl,CR,CR,5.023415,1.295579,3.322461,6.54794,4.568243,3.603574,4.236414,4.793863
194,BUCEROTIFORMES,Bucerotidae,Aceros narcondami,Narcondam Hornbill,EN,EN,11.043736,6.613315,5.810043,22.414444,4.567986,4.10934,3.99784,5.232795
195,GALLIFORMES,Megapodiidae,Eulipoa wallacei,Moluccan Megapode,VU,VU,22.987558,6.961424,16.23769,33.255497,4.56383,3.460902,4.233393,4.920141
196,PASSERIFORMES,Cisticolidae,Apalis fuscigularis,Taita Apalis,CR,CR,4.991515,2.623978,2.834514,9.410692,4.562933,4.060161,4.116631,5.115422
197,CHARADRIIFORMES,Scolopacidae,Tringa guttifer,Spotted Greenshank,EN,EN,10.929903,4.32408,7.294773,18.629699,4.55849,3.751681,4.195067,5.056485
198,CORACIIFORMES,Brachypteraciidae,Uratelornis chimaera,Long-tailed Ground-roller,VU,VU,22.859667,6.261558,16.091054,31.833858,4.558484,3.368889,4.22485,4.877755
199,APODIFORMES,Trochilidae,Eriocnemis isabellae,Gorgeted Puffleg,CR,CR,4.963401,2.328872,3.195604,8.933484,4.55823,3.975222,4.206626,5.0685
200,APODIFORMES,Trochilidae,Eriocnemis mirabilis,Colourful Puffleg,CR,CR,4.959493,2.25168,3.158742,8.651037,4.557574,3.951761,4.197801,5.039654
201,PASSERIFORMES,Laniidae,Lanius newtoni,Sao Tome Fiscal,CR,CR,4.958849,3.250877,2.591238,10.77565,4.557466,4.219714,4.051086,5.238623
202,GRUIFORMES,Rallidae,Gallirallus owstoni,Guam Rail,EW,CR,4.934451,1.728254,3.328672,7.542164,4.553363,3.77625,4.23785,4.917603
203,OTIDIFORMES,Otididae,Otis tarda,Great Bustard,VU,VU,22.72517,4.884852,17.698385,29.520051,4.552831,3.158676,4.314732,4.804678
204,OTIDIFORMES,Otididae,Chlamydotis undulata,Houbara Bustard,VU,VU,22.72517,4.884852,17.698385,29.520051,4.552831,3.158676,4.314732,4.804678
205,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus noctitherus,Puerto Rican Nightjar,EN,EN,10.851693,6.558384,5.873031,25.409939,4.551912,4.102099,4.007047,5.353182
206,PASSERIFORMES,Fringillidae,Neospiza concolor,Sao Tome Grosbeak,CR,CR,4.910107,3.293939,2.305614,10.270871,4.549253,4.229793,3.968211,5.19481
207,CORACIIFORMES,Alcedinidae,Todiramphus gambieri,Tuamotu Kingfisher,CR,CR,4.905267,2.692771,2.664393,9.326187,4.548433,4.078966,4.071251,5.107272
208,PSITTACIFORMES,Psittacidae,Neophema chrysogaster,Orange-bellied Parrot,CR,CR,4.904899,1.659766,3.192406,7.236317,4.548371,3.750827,4.205864,4.881142
209,PASSERIFORMES,Nectariniidae,Aethopyga duyvenbodei,Elegant Sunbird,EN,EN,10.797633,6.493185,5.816076,20.099351,4.54734,4.093435,3.998726,5.128684
210,CAPRIMULGIFORMES,Caprimulgidae,Caprimulgus prigoginei,Itombwe Nightjar,EN,EN,10.769571,6.554247,5.975925,25.220757,4.544959,4.101551,4.021906,5.345993
211,PASSERIFORMES,Eurylaimidae,Pseudocalyptomena graueri,African Green Broadbill,VU,VU,22.353641,4.66047,17.564359,28.619214,4.537047,3.119801,4.307538,4.774718
212,PASSERIFORMES,Oriolidae,Oriolus isabellae,Isabela Oriole,CR,CR,4.836393,1.288021,3.350569,6.482302,4.536702,3.600276,4.242895,4.785129
213,GALLIFORMES,Cracidae,Crax alberti,Blue-billed Curassow,CR,CR,4.803707,0.910566,3.759512,5.960068,4.531086,3.419988,4.332734,4.712778
214,PASSERIFORMES,Petroicidae,Petroica traversi,Black Robin,EN,EN,10.605147,2.396241,7.745819,13.476541,4.53089,3.302111,4.248017,4.751971
215,PASSERIFORMES,Sylviidae,Acrocephalus luscinius,Nightingale Reed-warbler,CR,CR,4.79649,3.117378,1.889028,10.180331,4.529841,4.187805,3.833509,5.186745
216,PSITTACIFORMES,Psittacidae,Ara glaucogularis,Blue-throated Macaw,CR,CR,4.783215,2.061728,2.700075,7.423128,4.527548,3.891568,4.080942,4.90357
217,CORACIIFORMES,Alcedinidae,Todiramphus godeffroyi,Marquesan Kingfisher,CR,CR,4.770253,2.797751,2.573905,9.168058,4.525305,4.106998,4.046248,5.09184
218,ACCIPITRIFORMES,Accipitridae,Buteo ridgwayi,Ridgway's Hawk,CR,CR,4.766421,0.945356,3.502255,5.826021,4.52464,3.438034,4.277167,4.693331
219,PSITTACIFORMES,Psittacidae,Calyptorhynchus baudinii,Baudin’s Black-Cockatoo,EN,EN,10.475431,6.369787,5.488448,20.488243,4.51965,4.07683,3.949465,5.146947
220,PASSERIFORMES,Polioptilidae,Polioptila clementsi,Iquitos Gnatcatcher,CR,CR,4.667537,2.219111,3.130078,10.091912,4.507343,3.941694,4.190885,5.178805
221,GALLIFORMES,Megapodiidae,Megapodius pritchardii,Polynesian Megapode,EN,EN,10.31707,3.517551,6.943127,15.824857,4.505754,3.587412,4.151749,4.902299
222,CHARADRIIFORMES,Laridae,Sterna bernsteini,Chinese Crested Tern,CR,CR,4.644306,2.636312,2.325453,9.53508,4.503236,4.063559,3.974195,5.127299
223,CICONIIFORMES,Ciconiidae,Leptoptilos javanicus,Lesser Adjutant,VU,VU,21.53714,7.195944,13.810297,30.30282,4.501459,3.489934,4.081617,4.830003
224,PASSERIFORMES,Fringillidae,Melamprosops phaeosoma,Poo-uli,CR,CR,4.624417,2.98354,1.719411,9.334343,4.499706,4.15476,3.773004,5.108061
225,GALLIFORMES,Megapodiidae,Megapodius laperouse,Micronesian Megapode,EN,EN,10.207122,5.125905,6.268285,19.69491,4.495991,3.891968,4.062962,5.109329
226,CHARADRIIFORMES,Scolopacidae,Scolopax rochussenii,Moluccan Woodcock,EN,EN,10.196643,5.002427,6.161442,20.561731,4.495056,3.871605,4.048153,5.150362
227,PASSERIFORMES,Troglodytidae,Troglodytes monticola,Santa Marta Wren,CR,CR,4.587926,2.3322,2.998723,9.104944,4.493197,3.976221,4.158564,5.085613
228,ACCIPITRIFORMES,Cathartidae,Vultur gryphus,Andean Condor,NT,NT,43.702267,12.780246,31.385354,59.880666,4.493171,3.316383,4.170853,4.802063
229,APODIFORMES,Trochilidae,Heliangelus regalis,Royal Sunangel,EN,EN,10.093068,1.936924,6.116834,12.147905,4.485762,3.156804,4.041904,4.655704
230,MUSOPHAGIFORMES,Musophagidae,Tauraco ruspolii,Prince Ruspoli's Turaco,VU,VU,21.158706,11.034961,12.07838,40.36679,4.484525,3.87411,3.957255,5.108773
231,PODICIPEDIFORMES,Podicipedidae,Tachybaptus pelzelnii,Madagascar Grebe,VU,VU,21.10337,9.660885,11.7983,36.338865,4.482024,3.752876,3.935607,5.006329
232,CHARADRIIFORMES,Charadriidae,Anarhynchus frontalis,Wrybill,VU,VU,20.824518,6.824411,11.30223,27.065315,4.469328,3.443543,3.896075,4.720829
233,PASSERIFORMES,Picathartidae,Picathartes gymnocephalus,White-necked Picathartes,VU,VU,20.776644,4.616329,16.025983,27.202012,4.467132,3.111973,4.221035,4.725688
234,PASSERIFORMES,Picathartidae,Picathartes oreas,Grey-necked Picathartes,VU,VU,20.776644,4.616329,16.025983,27.202012,4.467132,3.111973,4.221035,4.725688
235,PASSERIFORMES,Monarchidae,Pomarea nigra,Tahiti Monarch,CR,CR,4.404853,1.141631,3.125886,5.770644,4.459886,3.534156,4.189869,4.685185
236,CAPRIMULGIFORMES,Podargidae,Rigidipenna inexpectata,Solomon Islands Frogmouth,NT,NT,42.155063,7.518206,33.947199,52.661023,4.457947,2.835353,4.246986,4.675834
237,PODICIPEDIFORMES,Podicipedidae,Poliocephalus rufopectus,New Zealand Grebe,VU,VU,20.542345,10.582644,10.853377,37.274138,4.456315,3.835802,3.858907,5.031069
238,TINAMIFORMES,Tinamidae,Nothura minor,Lesser Nothura,VU,VU,20.383574,10.138939,13.150649,39.772936,4.448917,3.796741,4.036055,5.094313
239,PSITTACIFORMES,Psittacidae,Psittrichas fulgidus,Pesquet's Parrot,VU,VU,20.339785,6.163539,13.63252,28.814391,4.446868,3.355299,4.069541,4.781286
240,COLUMBIFORMES,Columbidae,Gallicolumba sanctaecrucis,Santa Cruz Ground-dove,EN,EN,9.640582,5.078409,5.482388,18.26491,4.444117,3.884184,3.948531,5.037727
241,GALLIFORMES,Cracidae,Mitu mitu,Alagoas Curassow,EW,CR,4.277009,0.812031,3.353767,5.287383,4.435948,3.367037,4.24363,4.611134
242,PASSERIFORMES,Fringillidae,Pseudonestor xanthophrys,Maui Parrotbill,CR,CR,4.276458,1.093648,3.085485,5.821496,4.435844,3.511497,4.180029,4.692668
243,PASSERIFORMES,Zosteropidae,Cleptornis marchei,Golden White-eye,CR,CR,4.25447,2.349842,2.263432,7.217882,4.431668,3.981502,3.955368,4.878901
244,CASUARIIFORMES,Casuariidae,Casuarius unappendiculatus,Northern Cassowary,VU,VU,19.977593,6.566589,14.585616,30.416948,4.429749,3.410037,4.132643,4.833642
245,PSITTACIFORMES,Psittacidae,Lathamus discolor,Swift Parrot,EN,EN,9.485201,3.389676,6.074031,14.360414,4.429406,3.558697,4.035872,4.811235
246,SPHENISCIFORMES,Spheniscidae,Eudyptes sclateri,Erect-crested Penguin,EN,EN,9.398903,1.477548,7.781728,11.796221,4.421142,2.986711,4.252115,4.628591
247,TINAMIFORMES,Tinamidae,Crypturellus kerriae,Choco Tinamou,VU,VU,19.763925,10.164238,11.693021,36.692711,4.419511,3.79901,3.927347,5.015761
248,CUCULIFORMES,Cuculidae,Centropus chlororhynchus,Green-billed Coucal,VU,VU,19.600361,3.676689,14.359454,23.811388,4.411603,2.928885,4.118026,4.597597
249,PASSERIFORMES,Mimidae,Mimus trifasciatus,Floreana Mockingbird,CR,CR,4.14845,0.913427,3.183258,5.322116,4.411284,3.421485,4.203679,4.616643
250,PELECANIFORMES,Threskiornithidae,Geronticus calvus,Southern Bald Ibis,VU,VU,19.526257,6.44828,13.553886,28.563525,4.407999,3.394277,4.064152,4.772836
251,PASSERIFORMES,Pipridae,Antilophia bokermanni,Araripe Manakin,CR,CR,4.125363,1.457457,2.63127,6.218279,4.40679,3.671716,4.062171,4.749205
252,PASSERIFORMES,Cotingidae,Phytotoma raimondii,Peruvian Plantcutter,EN,EN,9.22466,3.685108,5.678857,15.641381,4.404244,3.62383,3.978388,4.891334
253,SULIFORMES,Fregatidae,Fregata aquila,Ascension Frigatebird,VU,VU,19.437239,5.665249,15.045678,29.225077,4.403653,3.283202,4.161734,4.794966
254,COLUMBIFORMES,Columbidae,Geotrygon carrikeri,Tuxtla Quail-dove,EN,EN,9.21056,4.724073,5.381257,17.631132,4.402864,3.824122,3.932807,5.004275
255,PSITTACIFORMES,Psittacidae,Nestor notabilis,Kea,VU,VU,19.39575,3.941351,14.994753,24.368675,4.401621,2.983933,4.158555,4.619809
256,APODIFORMES,Trochilidae,Eriocnemis nigrivestis,Black-breasted Puffleg,CR,CR,4.09612,0.758088,3.132172,5.008513,4.401068,3.336815,4.191392,4.565766
257,PASSERIFORMES,Campephagidae,Coracina newtoni,Reunion Cuckooshrike,CR,CR,4.075594,0.97039,3.000675,5.303251,4.397032,3.45082,4.159052,4.613654
258,GRUIFORMES,Rallidae,Amaurornis olivieri,Sakalava Rail,EN,EN,9.146939,4.966526,5.070863,17.920761,4.396614,3.865606,3.882942,5.019701
259,APODIFORMES,Trochilidae,Lophornis brachylophus,Short-crested Coquette,CR,CR,4.071723,1.913054,2.604731,7.808366,4.396269,3.841791,4.054836,4.948291
260,ACCIPITRIFORMES,Accipitridae,Gyps tenuirostris,Slender-billed Vulture,CR,CR,4.052395,0.576758,3.34081,4.725943,4.392451,3.227959,4.24065,4.517596
261,CUCULIFORMES,Cuculidae,Coccyzus rufigularis,Bay-breasted Cuckoo,EN,EN,9.103621,1.79978,7.262501,11.458948,4.392335,3.108982,4.191169,4.601881
262,PASSERIFORMES,Malaconotidae,Telophorus kupeensis,Mount Kupe Bush-shrike,EN,EN,9.094216,4.259718,5.5889,15.756613,4.391404,3.739519,3.964828,4.898235
263,ACCIPITRIFORMES,Accipitridae,Gyps indicus,Indian Vulture,CR,CR,4.04018,0.569062,3.339355,4.710767,4.39003,3.223067,4.240315,4.514942
264,COLUMBIFORMES,Columbidae,Gallicolumba hoedtii,Wetar Ground-dove,EN,EN,9.040058,5.099562,5.224574,18.375083,4.386024,3.887659,3.907947,5.043429
265,COLUMBIFORMES,Columbidae,Nesoenas mayeri,Pink Pigeon,EN,EN,9.039749,1.826424,7.224892,10.971211,4.385994,3.118454,4.186607,4.561946
266,BUCEROTIFORMES,Bucorvidae,Bucorvus cafer,Southern Ground-hornbill,VU,VU,19.0583,6.726919,12.975228,28.763245,4.384937,3.431005,4.023581,4.779569
267,PASSERIFORMES,Sylviidae,Hyliota usambara,Usambara Hyliota,EN,EN,9.018334,4.442657,5.278862,17.196036,4.383858,3.773709,3.91663,4.980645
268,PASSERIFORMES,Fringillidae,Palmeria dolei,Akohekohe,CR,CR,4.001614,0.877135,3.037598,5.169289,4.382349,3.402336,4.168239,4.592172
269,PASSERIFORMES,Sylviidae,Trichocichla rufa,Long-legged Thicketbird,EN,EN,8.96785,5.027047,4.759411,17.717677,4.378806,3.875699,3.830277,5.00891
270,PASSERIFORMES,Pipridae,Piprites pileata,Black-capped Piprites,VU,VU,18.915362,8.683777,11.228226,29.325046,4.377786,3.656746,3.890041,4.798268
271,CASUARIIFORMES,Casuariidae,Casuarius casuarius,Southern Cassowary,VU,VU,18.81315,4.262566,14.621334,25.184694,4.37264,3.046913,4.134932,4.651469
272,GRUIFORMES,Rallidae,Gymnocrex talaudensis,Talaud Rail,EN,EN,8.89884,5.832507,4.578331,18.085008,4.371859,4.001133,3.798331,5.028345
273,GALLIFORMES,Phasianidae,Francolinus ochropectus,Djibouti Francolin,CR,CR,3.943975,2.633042,2.140117,9.539922,4.370758,4.062659,3.916849,5.127759
274,PASSERIFORMES,Pycnonotidae,Setornis criniger,Hook-billed Bulbul,VU,VU,18.764563,3.08138,15.267637,22.527637,4.370185,2.79273,4.175472,4.54447
275,PSITTACIFORMES,Psittacidae,Pyrrhura cruentata,Blue-throated Parakeet,CR,CR,3.937135,1.729656,2.21519,6.240088,4.369374,3.776764,3.940475,4.752222
276,PASSERIFORMES,Meliphagidae,Grantiella picta,Painted Honeyeater,VU,VU,18.681595,4.80804,11.41192,23.894648,4.365978,3.145538,3.904952,4.600947
277,CHARADRIIFORMES,Alcidae,Brachyramphus marmoratus,Marbled Murrelet,EN,EN,8.815285,1.524281,6.882622,11.070545,4.363382,3.005398,4.144102,4.57021
278,ANSERIFORMES,Anatidae,Hymenolaimus malacorhynchos,Blue Duck,EN,EN,8.786837,3.554523,5.072355,13.506853,4.36048,3.595562,3.883188,4.754063
279,COLUMBIFORMES,Columbidae,Starnoenas cyanocephala,Blue-headed Quail-dove,EN,EN,8.768429,4.103988,5.410545,15.694077,4.358597,3.709464,3.937386,4.894496
280,PASSERIFORMES,Fringillidae,Psittirostra psittacea,Ou,CR,CR,3.881585,2.647422,1.235208,8.434055,4.358059,4.066609,3.576923,5.016915
281,PASSERIFORMES,Corvidae,Corvus hawaiiensis,Hawaiian Crow,EW,CR,3.877532,1.877452,2.16859,6.226489,4.357228,3.829494,3.925875,4.750342
282,PASSERIFORMES,Tyrannidae,Zimmerius villarejoi,Mishana Tyrannulet,CR,CR,3.86963,1.792051,2.29325,7.431853,4.355607,3.799365,3.964464,4.904605
283,PASSERIFORMES,Fringillidae,Telespiza ultima,Nihoa Finch,CR,CR,3.834341,0.831563,2.926735,4.92602,4.348334,3.377759,4.140397,4.551942
284,PASSERIFORMES,Mimidae,Mimus graysoni,Socorro Mockingbird,CR,CR,3.832858,0.827023,2.949976,4.919946,4.348027,3.375276,4.146298,4.550916
285,CORACIIFORMES,Momotidae,Electron carinatum,Keel-billed Motmot,VU,VU,18.080725,7.473175,11.566917,29.843552,4.334973,3.5232,3.917362,4.815222
286,CAPRIMULGIFORMES,Caprimulgidae,Eurostopodus diabolicus,Sulawesi Eared-nightjar,VU,VU,18.070139,9.523909,10.043611,35.621488,4.334418,3.739944,3.788146,4.98693
287,TINAMIFORMES,Tinamidae,Nothoprocta taczanowskii,Taczanowski's Tinamou,VU,VU,18.054919,7.348593,11.80906,29.550555,4.33362,3.508387,3.936447,4.805677
288,PASSERIFORMES,Platysteiridae,Platysteira laticincta,Banded Wattle-eye,EN,EN,8.503818,1.805818,6.375928,10.681932,4.331135,3.111137,4.077663,4.537485
289,PELECANIFORMES,Ardeidae,Ardea humbloti,Madagascar Heron,EN,EN,8.457613,4.666803,4.949346,15.162615,4.326262,3.814067,3.862723,4.862142
290,CHARADRIIFORMES,Charadriidae,Thinornis rubricollis,Hooded Plover,VU,VU,17.883186,3.683498,13.690544,23.173943,4.324566,2.93034,4.073498,4.57157
291,SPHENISCIFORMES,Spheniscidae,Spheniscus demersus,African Penguin,EN,EN,8.424952,1.098382,7.197979,10.169635,4.322802,2.820608,4.183329,4.49264
292,PASSERIFORMES,Malaconotidae,Prionops gabela,Gabela Helmet-shrike,EN,EN,8.406954,4.459949,4.973682,16.694815,4.320891,3.776881,3.866805,4.952713
293,PROCELLARIIFORMES,Procellariidae,Puffinus huttoni,Hutton's Shearwater,EN,EN,8.341314,1.753266,6.197664,10.430841,4.313888,3.09223,4.053198,4.515757
294,SPHENISCIFORMES,Spheniscidae,Spheniscus mendiculus,Galapagos Penguin,EN,EN,8.337087,1.093618,7.153069,10.052317,4.313436,2.818335,4.177836,4.482082
295,PASSERIFORMES,Cotingidae,Zaratornis stresemanni,White-cheeked Cotinga,VU,VU,17.59397,5.263297,11.547223,24.527155,4.309132,3.221001,3.915794,4.626037
296,PASSERIFORMES,Oriolidae,Oriolus mellianus,Silver Oriole,VU,VU,17.579044,5.666821,10.503337,24.078912,4.308329,3.283437,3.828932,4.608322
297,CAPRIMULGIFORMES,Caprimulgidae,Eleothreptus candicans,White-winged Nightjar,EN,EN,8.259095,1.749572,6.2181,10.700041,4.305048,3.090887,4.056033,4.539034
298,APODIFORMES,Trochilidae,Loddigesia mirabilis,Marvellous Spatuletail,EN,EN,8.250942,3.548904,5.082429,13.368471,4.304167,3.594328,3.884846,4.744478
299,APTERYGIFORMES,Apterygidae,Apteryx haastii,Great Spotted Kiwi,VU,VU,17.493948,3.711372,13.85793,22.816202,4.303738,2.936274,4.084828,4.55666
300,PSITTACIFORMES,Psittacidae,Charmosyna amabilis,Red-throated Lorikeet,CR,CR,3.613589,1.974249,1.982564,6.858873,4.301595,3.86258,3.865372,4.834232
301,CAPRIMULGIFORMES,Steatornithidae,Steatornis caripensis,Oilbird,LC,LC,72.767947,4.983126,67.222349,79.082651,4.300924,1.788943,4.222772,4.383059
302,PSITTACIFORMES,Psittacidae,Charmosyna toxopei,Blue-fronted Lorikeet,CR,CR,3.601756,1.917082,2.004574,6.681027,4.299027,3.843172,3.872725,4.811342
303,PASSERIFORMES,Corvidae,Corvus kubaryi,Mariana Crow,CR,CR,3.600691,1.566552,2.113436,5.578035,4.298795,3.715152,3.908316,4.656325
304,LEPTOSOMIFORMES,Leptosomidae,Leptosomus discolor,Cuckoo-roller,LC,LC,72.243249,5.601977,67.024917,78.449024,4.293786,1.887369,4.219874,4.375116
305,PASSERIFORMES,Monarchidae,Terpsiphone corvina,Seychelles Paradise-flycatcher,CR,CR,3.575226,1.669806,2.115954,6.33145,4.293245,3.754595,3.909124,4.764762
